	gender	age	annual_income	hobby	bought_product_category
40117	0	59	650	0	1
40118	1	73	1440	4	5
40119	1	38	1200	9	7
40120	0	84	1160	3	6
40121	1	63	300	6	4
40122	0	31	940	1	6
40123	0	36	320	6	4
40124	0	74	330	1	3
40125	0	35	1120	3	6
40126	1	41	850	4	2
40127	0	39	470	8	2
40128	0	56	950	2	5
40129	0	79	1220	8	5
40130	0	61	1030	3	6
40131	0	37	980	2	6
40132	1	45	500	3	6
40133	1	88	650	2	5
40134	0	31	1010	1	3
40135	1	84	1100	6	4
40136	1	37	1160	1	3
40137	0	57	1390	4	6
40138	0	57	350	7	0
40139	0	53	960	9	4
40140	0	71	340	0	1
40141	0	46	580	0	0
40142	0	45	600	6	2
40143	0	66	720	0	6
40144	1	45	780	4	2
40145	1	23	690	3	1
40146	0	50	1120	9	5
40147	0	84	220	4	1
40148	0	78	1320	1	2
40149	0	58	680	9	1
40150	0	64	330	6	2
40151	1	76	290	3	6
40152	1	82	1370	4	6
40153	0	22	990	3	6
40154	1	26	270	4	1
40155	0	62	200	0	0
40156	1	56	1120	2	5
40157	0	68	230	4	0
40158	1	49	830	0	3
40159	1	46	720	9	7
40160	0	86	370	1	1
40161	0	35	1240	9	6
40162	0	72	1120	3	0
40163	1	86	1150	5	4
40164	1	25	1470	1	6
40165	0	39	570	3	5
40166	1	20	950	1	3
40167	1	26	490	3	6
40168	1	22	190	1	3
40169	0	33	1390	9	7
40170	0	25	1410	7	6
40171	1	22	450	5	0
40172	1	25	920	1	1
40173	1	88	1400	5	4
40174	0	44	1300	4	0
40175	0	75	710	1	6
40176	0	55	650	2	3
40177	1	32	820	5	1
40178	1	86	1410	5	7
40179	1	63	360	3	4
40180	0	29	490	2	0
40181	0	27	880	9	4
40182	1	45	550	2	6
40183	1	77	1270	0	0
40184	1	52	1450	6	4
40185	1	52	420	0	1
40186	0	46	1290	8	1
40187	1	45	890	7	1
40188	0	79	230	9	7
40189	1	29	940	5	6
40190	1	79	260	0	5
40191	1	60	1230	4	6
40192	1	85	1090	6	3
40193	0	56	560	6	5
40194	1	36	1160	4	6
40195	1	80	610	0	1
40196	0	58	1080	5	4
40197	1	83	1180	4	6
40198	1	78	430	8	2
40199	1	32	930	3	6
40200	0	39	460	7	5
40201	1	40	690	8	4
40202	1	72	680	7	1
40203	0	55	1370	0	6
40204	0	36	680	2	1
40205	0	53	860	3	6
40206	0	37	1280	8	5
40207	1	64	1230	1	6
40208	0	73	440	2	4
40209	0	45	1260	3	6
40210	0	50	150	6	4
40211	1	59	1330	9	5
40212	0	68	1360	1	6
40213	1	67	660	6	3
40214	0	70	150	2	4
40215	0	89	510	0	2
40216	0	26	1400	3	6
40217	0	82	290	8	0
40218	0	72	270	0	3
40219	1	41	200	4	4
40220	1	79	810	7	6
40221	1	37	340	8	7
40222	1	84	150	9	6
40223	0	30	1170	9	3
40224	0	34	600	3	6
40225	1	53	1260	2	4
40226	1	66	290	8	7
40227	1	84	390	8	1
40228	0	20	360	3	6
40229	0	20	1020	6	3
40230	1	26	660	4	6
40231	0	28	330	2	6
40232	1	53	1210	2	5
40233	0	35	480	5	4
40234	0	45	520	5	3
40235	1	23	270	3	1
40236	1	54	1270	8	4
40237	0	32	1080	0	3
40238	1	74	220	2	5
40239	0	46	540	6	4
40240	1	61	960	7	5
40241	1	46	950	4	6
40242	1	26	990	1	7
40243	0	71	600	8	4
40244	1	69	350	7	2
40245	1	72	1150	3	4
40246	0	22	440	7	0
40247	0	82	1470	0	4
40248	1	58	1290	6	1
40249	1	22	1220	9	3
40250	1	18	660	9	1
40251	0	88	730	2	5
40252	0	66	1490	7	3
40253	0	70	480	5	5
40254	1	37	850	9	2
40255	0	50	1470	8	6
40256	1	54	180	6	0
40257	0	32	650	4	6
40258	1	41	1410	6	4
40259	1	35	1150	0	6
40260	1	69	470	0	1
40261	0	34	710	7	6
40262	0	44	740	8	3
40263	1	52	340	9	7
40264	1	62	380	2	5
40265	0	18	1010	9	0
40266	1	51	300	8	2
40267	1	77	490	3	4
40268	1	53	1340	4	2
40269	1	25	1290	9	6
40270	1	82	1410	8	6
40271	0	35	1060	3	6
40272	1	77	510	2	6
40273	0	79	970	5	0
40274	0	30	1200	7	4
40275	0	70	900	5	0
40276	1	26	930	1	3
40277	0	40	1190	4	6
40278	1	70	1190	1	6
40279	1	45	1390	3	6
40280	1	42	910	5	4
40281	1	72	1480	0	4
40282	1	77	430	3	6
40283	1	34	960	9	5
40284	1	26	1090	9	3
40285	0	43	790	8	6
40286	1	46	340	7	2
40287	0	80	630	4	4
40288	0	84	1350	5	5
40289	0	30	910	3	6
40290	1	81	870	6	4
40291	1	81	970	7	4
40292	0	28	620	9	5
40293	0	79	1160	3	6
40294	0	23	320	4	0
40295	1	22	740	5	1
40296	0	27	440	7	1
40297	0	37	1430	8	5
40298	1	28	890	6	4
40299	1	36	330	0	5
40300	0	35	1360	1	6
40301	1	25	690	9	3
40302	0	80	1280	8	4
40303	0	33	1230	2	3
40304	0	38	1370	7	1
40305	0	37	1390	6	4
40306	1	24	720	2	6
40307	1	52	650	8	3
40308	0	34	640	3	6
40309	1	79	500	5	1
40310	1	44	460	1	4
40311	1	78	1330	4	6
40312	0	85	460	3	4
40313	1	36	1000	0	2
40314	0	60	750	5	4
40315	0	42	1390	2	4
40316	0	82	1000	7	5
40317	0	28	900	8	6
40318	0	65	450	2	0
40319	1	45	620	2	5
40320	0	75	490	9	4
40321	1	22	330	2	2
40322	1	29	1090	6	2
40323	0	56	690	6	4
40324	1	55	1310	1	0
40325	0	19	520	1	3
40326	0	72	330	6	4
40327	1	36	1430	6	4
40328	1	56	1480	9	2
40329	1	76	1310	1	6
40330	0	26	450	4	6
40331	1	50	170	8	1
40332	1	65	840	9	7
40333	1	80	570	9	1
40334	0	57	190	8	0
40335	1	74	1290	2	2
40336	1	24	810	4	6
40337	0	47	1180	4	4
40338	0	49	1250	2	5
40339	0	82	780	1	3
40340	1	71	1460	0	6
40341	0	57	1090	1	3
40342	0	31	390	1	0
40343	0	73	520	9	5
40344	0	76	1330	9	3
40345	0	41	990	6	6
40346	0	40	620	7	3
40347	1	35	1010	9	6
40348	0	76	890	2	5
40349	0	38	1190	0	4
40350	1	42	1460	1	3
40351	1	72	360	9	7
40352	0	63	1400	5	4
40353	1	52	450	1	5
40354	1	77	530	4	6
40355	0	73	1380	3	6
40356	1	31	170	6	3
40357	1	21	970	5	0
40358	1	54	880	4	6
40359	1	68	370	8	5
40360	1	62	1140	3	6
40361	1	72	670	1	1
40362	1	59	860	5	1
40363	0	34	1060	8	6
40364	1	29	580	6	1
40365	1	70	430	6	4
40366	1	84	550	2	5
40367	0	80	660	3	1
40368	1	73	510	7	6
40369	1	26	1230	0	6
40370	1	68	1160	6	3
40371	0	70	1000	2	5
40372	0	61	680	3	6
40373	1	57	1440	8	2
40374	1	20	1220	0	4
40375	0	24	680	0	6
40376	1	21	1310	3	6
40377	0	61	1020	7	3
40378	1	48	650	6	4
40379	0	58	750	0	3
40380	1	34	460	2	5
40381	1	88	280	5	0
40382	1	72	170	0	4
40383	1	80	1140	2	6
40384	1	36	1340	8	6
40385	0	45	910	5	0
40386	0	58	1040	0	4
40387	1	29	540	2	4
40388	1	60	900	0	5
40389	0	24	780	0	6
40390	1	33	1280	9	6
40391	1	50	1450	5	3
40392	1	45	270	6	4
40393	1	89	1120	4	2
40394	0	64	240	3	1
40395	0	51	250	6	3
40396	0	89	690	7	5
40397	0	53	330	9	0
40398	1	52	640	7	5
40399	0	71	1140	2	6
40400	1	49	580	6	1
40401	0	69	1110	0	3
40402	0	63	510	8	1
40403	1	71	600	3	6
40404	1	24	1120	7	6
40405	0	48	1030	8	6
40406	1	69	510	3	6
40407	0	57	310	8	4
40408	1	53	1120	5	0
40409	0	27	1150	3	6
40410	0	52	360	7	5
40411	1	25	930	7	2
40412	1	43	1380	4	6
40413	0	47	980	5	6
40414	1	34	900	3	6
40415	0	60	1440	2	5
40416	0	29	1460	0	6
40417	1	55	270	7	5
40418	1	79	680	1	3
40419	0	40	890	3	6
40420	0	34	450	6	4
40421	1	42	1210	8	5
40422	1	74	1060	8	2
40423	1	70	540	9	7
40424	1	87	1410	3	6
40425	0	86	760	0	3
40426	0	44	980	3	1
40427	0	36	820	4	6
40428	0	71	600	6	4
40429	1	68	320	2	6
40430	1	80	1490	8	6
40431	1	40	1060	2	3
40432	1	38	150	3	1
40433	1	21	440	8	6
40434	1	66	1110	8	3
40435	0	25	200	8	0
40436	1	60	530	2	2
40437	0	82	1060	0	0
40438	1	87	190	9	7
40439	1	22	880	8	2
40440	1	68	710	9	1
40441	1	79	190	8	4
40442	0	64	1290	6	3
40443	1	65	1440	6	3
40444	1	24	590	7	2
40445	0	58	1090	0	0
40446	0	32	1120	7	0
40447	0	44	1370	9	7
40448	0	24	1320	3	6
40449	0	47	1450	0	0
40450	0	87	1150	2	6
40451	0	49	540	2	5
40452	0	83	1060	6	4
40453	0	77	870	7	6
40454	0	59	1340	3	6
40455	1	48	320	2	7
40456	0	54	570	5	4
40457	1	52	490	3	6
40458	1	20	280	7	2
40459	0	30	1400	7	6
40460	0	56	930	5	4
40461	1	47	160	4	2
40462	0	88	340	3	1
40463	1	67	600	8	2
40464	1	39	720	6	6
40465	0	66	1040	5	0
40466	0	87	1040	4	6
40467	0	79	850	9	3
40468	1	19	1320	2	1
40469	1	69	430	7	0
40470	0	87	1010	4	5
40471	0	49	1290	0	3
40472	1	81	540	9	5
40473	1	81	610	1	6
40474	0	37	660	0	5
40475	0	38	1440	3	6
40476	0	21	400	1	5
40477	0	85	1100	1	6
40478	1	30	1380	6	2
40479	0	79	650	0	2
40480	1	53	530	3	6
40481	1	44	240	5	0
40482	0	48	1440	1	6
40483	1	44	950	9	5
40484	0	21	1340	0	4
40485	0	86	1480	1	3
40486	0	39	500	8	6
40487	1	38	180	8	2
40488	0	46	580	5	2
40489	1	45	190	6	4
40490	0	30	1100	2	3
40491	0	56	1280	4	3
40492	1	68	410	6	4
40493	1	49	900	3	6
40494	0	57	1020	3	6
40495	1	23	1210	1	4
40496	0	51	1010	7	6
40497	1	39	840	1	4
40498	1	88	1040	5	4
40499	1	31	1240	6	6
40500	0	56	860	4	0
40501	0	21	1130	1	3
40502	1	80	1090	8	6
40503	0	34	640	1	3
40504	1	83	1080	7	1
40505	0	34	340	6	4
40506	1	44	1070	9	6
40507	0	20	900	6	4
40508	0	86	170	5	0
40509	1	51	1180	9	1
40510	1	18	1260	1	6
40511	0	77	530	2	5
40512	0	65	720	5	0
40513	0	74	250	1	3
40514	1	44	840	1	3
40515	0	18	1090	9	3
40516	1	46	1100	5	3
40517	1	36	1220	8	2
40518	1	34	640	7	2
40519	1	21	890	5	0
40520	0	54	1400	1	5
40521	1	52	240	3	4
40522	1	51	400	3	4
40523	1	83	1130	2	4
40524	1	71	290	1	2
40525	0	54	510	0	4
40526	1	32	1450	1	3
40527	0	61	590	4	5
40528	0	82	210	8	5
40529	0	77	1010	7	4
40530	1	24	700	1	1
40531	0	19	1120	6	3
40532	0	60	1470	9	1
40533	1	56	1270	4	6
40534	0	55	860	0	3
40535	1	75	1220	5	0
40536	0	63	440	8	6
40537	1	47	620	3	6
40538	0	70	1380	5	0
40539	0	26	420	6	4
40540	0	83	480	6	0
40541	1	83	550	2	4
40542	0	70	390	0	5
40543	1	87	1150	7	2
40544	0	70	1250	4	3
40545	1	45	670	0	4
40546	0	78	1060	2	6
40547	1	54	1150	5	7
40548	1	35	1340	3	6
40549	1	68	300	6	4
40550	0	36	1140	9	7
40551	0	80	530	4	4
40552	1	45	1200	2	1
40553	0	28	1080	3	6
40554	0	87	690	3	6
40555	1	50	910	0	4
40556	0	25	320	4	0
40557	0	56	860	9	6
40558	0	50	270	7	7
40559	1	62	610	6	7
40560	1	42	270	9	6
40561	1	61	890	7	7
40562	0	23	1130	6	6
40563	1	20	450	9	3
40564	1	61	1310	1	4
40565	1	32	600	8	2
40566	1	45	1340	2	5
40567	1	47	800	3	6
40568	1	33	1400	7	6
40569	1	40	400	3	6
40570	0	22	420	4	5
40571	0	30	970	9	7
40572	1	87	850	0	3
40573	0	83	540	0	3
40574	0	35	810	1	6
40575	1	62	800	8	2
40576	1	66	620	8	2
40577	1	50	410	0	0
40578	1	48	910	2	2
40579	1	80	550	8	5
40580	1	87	1070	7	5
40581	1	67	420	0	1
40582	1	55	1460	3	5
40583	1	85	470	8	5
40584	0	59	390	6	4
40585	0	44	1180	6	0
40586	0	81	1040	9	3
40587	1	89	1170	1	1
40588	1	25	250	5	2
40589	1	83	680	5	6
40590	1	78	270	3	1
40591	0	24	700	0	3
40592	1	88	540	8	6
40593	1	32	1400	5	6
40594	1	84	1200	6	6
40595	0	74	1020	6	4
40596	1	45	1470	0	1
40597	1	77	500	4	1
40598	1	41	1330	9	3
40599	0	62	630	0	6
40600	1	34	750	5	6
40601	0	36	1020	0	3
40602	0	38	940	2	6
40603	1	26	870	1	5
40604	0	25	430	4	1
40605	0	80	960	1	6
40606	0	28	670	1	3
40607	0	39	480	4	1
40608	0	42	370	0	2
40609	1	73	1360	5	4
40610	0	19	580	3	0
40611	1	33	790	1	3
40612	0	31	200	2	6
40613	1	18	320	3	0
40614	1	65	620	7	4
40615	0	48	450	8	3
40616	0	53	280	8	5
40617	1	47	1080	9	4
40618	1	82	210	1	2
40619	1	64	1190	8	5
40620	0	68	1380	7	2
40621	0	82	1020	9	4
40622	1	49	380	3	1
40623	0	69	1430	3	6
40624	1	29	500	4	2
40625	0	53	840	1	4
40626	1	82	1050	4	6
40627	1	70	220	6	4
40628	0	21	1320	1	1
40629	1	88	490	2	4
40630	1	89	710	2	5
40631	0	35	640	0	3
40632	0	21	1440	9	1
40633	1	42	1380	0	7
40634	1	52	790	3	6
40635	0	46	780	9	1
40636	1	85	690	5	0
40637	0	54	1080	4	6
40638	0	31	680	5	4
40639	0	50	820	2	0
40640	1	73	1050	4	6
40641	0	19	1260	3	6
40642	1	81	960	4	5
40643	1	26	1190	1	1
40644	1	39	270	4	5
40645	0	67	750	8	2
40646	1	63	1400	5	5
40647	0	44	920	4	6
40648	1	69	510	1	2
40649	1	46	250	5	0
40650	1	20	820	6	6
40651	1	52	820	1	3
40652	1	30	980	8	7
40653	0	40	1040	3	0
40654	1	89	210	7	2
40655	0	54	280	1	1
40656	0	43	1150	9	7
40657	1	36	1020	5	4
40658	0	62	400	5	7
40659	1	45	1380	2	1
40660	0	75	1180	1	1
40661	0	80	970	3	6
40662	1	71	1480	6	4
40663	0	81	1460	6	4
40664	1	80	1070	6	4
40665	0	66	1040	2	5
40666	0	51	630	7	5
40667	0	69	630	5	0
40668	1	21	330	1	6
40669	0	80	1040	1	4
40670	0	63	1390	2	0
40671	1	34	1100	2	6
40672	1	64	1180	1	1
40673	1	80	310	4	4
40674	1	35	860	0	3
40675	1	60	860	5	2
40676	0	37	270	7	6
40677	0	80	960	9	4
40678	1	23	1490	0	6
40679	0	79	1370	7	6
40680	0	85	910	3	3
40681	1	30	490	4	7
40682	1	30	220	6	4
40683	1	68	510	3	4
40684	0	80	540	3	3
40685	1	87	1450	0	6
40686	1	23	410	4	4
40687	0	46	1140	9	0
40688	1	74	1370	7	0
40689	0	34	1070	3	6
40690	1	78	160	5	4
40691	0	83	1210	0	6
40692	0	37	1220	2	3
40693	0	49	750	5	4
40694	1	61	1390	7	6
40695	1	67	960	9	3
40696	0	65	280	6	4
40697	0	28	270	4	0
40698	1	69	690	5	6
40699	1	26	1330	8	7
40700	1	89	650	8	6
40701	1	69	1100	4	2
40702	1	41	1070	1	2
40703	0	40	1390	5	5
40704	1	82	310	2	0
40705	1	55	830	3	6
40706	0	33	910	5	0
40707	1	49	1460	3	6
40708	1	29	990	3	6
40709	0	80	1390	0	4
40710	0	40	1460	6	4
40711	1	54	930	9	4
40712	1	79	1140	1	5
40713	0	48	1230	4	6
40714	0	61	900	7	6
40715	1	89	910	5	3
40716	0	20	1180	1	6
40717	0	75	950	1	3
40718	0	65	1230	1	6
40719	0	27	1150	6	4
40720	0	33	690	3	6
40721	1	81	1170	8	4
40722	0	64	1480	7	4
40723	0	84	690	0	3
40724	1	58	1220	7	6
40725	0	74	530	4	5
40726	0	82	170	8	4
40727	0	71	1380	6	4
40728	1	24	1490	9	1
40729	0	80	1240	6	0
40730	0	26	310	9	7
40731	1	81	1460	9	7
40732	0	83	1130	0	4
40733	0	33	1090	0	3
40734	1	57	920	7	5
40735	1	40	920	2	2
40736	1	78	950	5	4
40737	1	54	680	8	7
40738	0	39	470	6	4
40739	0	42	750	9	7
40740	1	48	1290	7	0
40741	0	84	850	9	0
40742	1	48	480	3	4
40743	1	19	1160	9	4
40744	1	88	1460	4	6
40745	0	65	1140	1	5
40746	1	87	380	9	2
40747	0	32	550	0	3
40748	1	48	170	2	1
40749	1	89	180	4	6
40750	1	24	280	5	3
40751	1	49	1410	8	5
40752	1	50	960	3	4
40753	1	50	1370	5	4
40754	1	29	300	1	6
40755	0	77	1420	9	2
40756	1	20	380	8	4
40757	1	88	860	4	6
40758	0	48	650	8	0
40759	0	40	900	9	6
40760	0	20	640	0	6
40761	1	63	810	2	6
40762	1	27	460	3	4
40763	1	65	340	0	4
40764	1	62	1420	0	3
40765	1	31	1350	4	6
40766	0	87	780	8	5
40767	1	43	1030	4	2
40768	0	30	1180	6	6
40769	0	40	1380	8	1
40770	1	70	500	7	5
40771	1	28	1490	3	6
40772	0	62	700	0	3
40773	1	89	160	7	7
40774	0	49	940	0	3
40775	0	69	1330	7	4
40776	1	68	330	0	3
40777	1	67	410	5	5
40778	1	77	290	7	0
40779	0	45	330	2	0
40780	1	70	1030	9	6
40781	1	25	270	1	2
40782	0	80	430	1	2
40783	1	84	680	2	5
40784	1	71	170	3	0
40785	0	18	1350	7	1
40786	1	40	790	1	2
40787	0	85	270	1	4
40788	1	38	1210	7	2
40789	0	84	370	8	5
40790	1	81	1380	8	1
40791	0	79	200	6	6
40792	1	46	590	3	6
40793	0	34	660	4	4
40794	1	67	230	2	5
40795	1	25	290	7	2
40796	1	56	1180	7	0
40797	0	41	950	3	1
40798	0	63	1110	4	6
40799	0	46	810	1	4
40800	1	49	1020	0	3
40801	0	65	650	0	3
40802	0	62	550	4	5
40803	0	86	840	7	2
40804	0	70	210	1	3
40805	0	22	170	9	4
40806	1	61	620	0	4
40807	0	32	670	3	4
40808	1	41	1160	5	5
40809	1	32	290	6	4
40810	0	37	1020	2	3
40811	1	40	1010	6	4
40812	0	88	1120	1	2
40813	0	86	730	0	4
40814	0	57	1130	4	0
40815	1	41	800	3	6
40816	1	73	390	8	2
40817	1	59	1030	2	6
40818	1	62	760	3	4
40819	0	44	930	5	3
40820	1	47	410	4	0
40821	1	60	1300	9	4
40822	1	45	590	1	3
40823	1	48	1030	0	6
40824	0	50	1240	6	4
40825	0	37	200	8	0
40826	0	47	200	6	4
40827	0	20	1100	0	3
40828	1	79	1080	0	3
40829	1	23	440	9	6
40830	1	47	630	4	5
40831	1	71	1170	2	5
40832	1	45	900	3	6
40833	1	35	540	7	5
40834	0	27	530	1	6
40835	1	28	390	9	5
40836	1	85	1300	3	5
40837	0	39	290	5	4
40838	1	63	230	5	1
40839	0	60	520	9	7
40840	0	85	1050	7	4
40841	0	85	1060	1	3
40842	1	34	1470	5	3
40843	1	45	1480	9	7
40844	0	24	510	0	6
40845	0	55	960	0	3
40846	0	39	680	7	4
40847	0	69	900	6	4
40848	0	45	870	6	4
40849	1	51	790	9	5
40850	1	47	1090	2	5
40851	1	50	700	0	5
40852	0	62	900	0	3
40853	1	56	200	8	4
40854	0	39	1000	0	4
40855	1	59	190	1	2
40856	1	70	1340	3	6
40857	0	75	1360	2	6
40858	1	20	480	9	6
40859	1	49	930	6	4
40860	0	37	850	5	0
40861	1	71	1470	6	4
40862	0	36	670	9	4
40863	0	18	1110	6	6
40864	1	37	690	0	3
40865	1	62	150	7	7
40866	0	45	540	7	1
40867	1	44	950	0	4
40868	0	62	650	6	4
40869	0	50	640	1	4
40870	0	44	1160	2	3
40871	1	35	800	7	5
40872	0	61	530	0	4
40873	1	72	1160	7	2
40874	0	77	660	6	4
40875	0	81	440	9	7
40876	0	53	760	6	1
40877	1	34	1210	3	6
40878	1	63	170	2	5
40879	1	36	330	5	5
40880	1	42	390	9	1
40881	1	70	770	1	2
40882	1	63	290	3	6
40883	1	44	930	0	6
40884	1	54	1460	1	3
40885	0	55	1480	5	0
40886	0	33	1230	6	2
40887	0	84	500	5	7
40888	0	57	180	6	4
40889	0	65	820	0	1
40890	1	88	470	1	0
40891	0	28	1390	1	6
40892	0	19	840	2	1
40893	1	83	780	1	5
40894	0	54	740	0	1
40895	1	77	1360	6	4
40896	1	26	870	6	1
40897	1	19	420	3	1
40898	0	64	370	8	7
40899	0	85	860	1	0
40900	0	56	780	2	6
40901	0	71	1400	7	6
40902	0	82	1200	3	6
40903	0	89	220	7	0
40904	1	54	1240	8	6
40905	0	66	1020	1	4
40906	0	18	270	8	0
40907	1	58	1130	9	3
40908	0	50	1290	0	6
40909	0	83	340	5	4
40910	1	41	340	7	1
40911	0	81	1040	3	6
40912	1	57	1350	5	7
40913	0	64	660	3	3
40914	0	39	400	8	7
40915	1	88	380	4	5
40916	0	66	900	8	2
40917	0	79	910	7	2
40918	1	70	370	8	4
40919	0	84	1470	9	1
40920	0	42	320	6	4
40921	0	55	520	1	3
40922	0	32	1170	2	5
40923	1	18	970	2	2
40924	1	70	1470	0	6
40925	0	29	1380	7	7
40926	1	85	400	7	2
40927	0	61	750	7	5
40928	1	59	170	8	2
40929	0	55	180	4	5
40930	1	47	1430	1	3
40931	0	32	940	0	3
40932	0	71	770	3	6
40933	1	27	490	5	6
40934	1	44	730	8	3
40935	0	20	800	8	4
40936	0	37	1000	3	4
40937	0	62	1180	3	6
40938	1	57	1320	2	6
40939	1	85	780	8	2
40940	1	24	320	1	3
40941	1	41	400	4	6
40942	1	46	1070	5	2
40943	0	73	1290	7	5
40944	0	30	690	5	1
40945	0	50	180	8	2
40946	0	30	240	5	3
40947	0	36	1050	0	0
40948	0	24	350	3	0
40949	1	58	940	8	2
40950	0	27	1300	3	2
40951	0	80	590	8	0
40952	0	87	1170	4	5
40953	0	49	1070	4	1
40954	0	79	990	8	0
40955	0	55	1360	5	3
40956	1	28	1000	4	3
40957	0	40	220	6	4
40958	1	80	350	5	0
40959	1	32	420	2	3
40960	0	53	1100	7	6
40961	1	25	1400	7	6
40962	0	77	1120	2	5
40963	1	53	1030	8	2
40964	0	68	1030	4	6
40965	0	83	450	5	0
40966	1	67	240	8	5
40967	0	59	1020	5	4
40968	1	34	1150	5	2
40969	0	25	940	9	6
40970	1	30	370	5	1
40971	1	63	1050	2	6
40972	0	88	750	1	3
40973	0	68	270	0	3
40974	1	67	550	1	3
40975	0	81	440	4	0
40976	1	59	490	4	6
40977	1	85	500	5	5
40978	1	87	1210	9	6
40979	1	33	1340	3	6
40980	1	85	1030	1	3
40981	0	37	150	9	0
40982	1	89	530	2	5
40983	1	62	210	5	5
40984	0	67	610	2	2
40985	1	79	750	7	3
40986	0	37	680	5	3
40987	1	24	1390	0	2
40988	1	67	220	2	4
40989	0	83	200	7	0
40990	1	69	450	3	6
40991	0	66	160	5	0
40992	0	75	740	0	4
40993	0	25	720	6	4
40994	1	19	690	6	1
40995	0	24	790	8	6
40996	1	49	700	8	6
40997	1	53	290	5	0
40998	0	37	310	5	0
40999	0	56	860	3	2
41000	0	57	340	0	5
41001	0	40	190	5	3
41002	0	66	1180	2	5
41003	0	23	410	6	1
41004	1	68	200	5	2
41005	1	66	350	0	3
41006	0	44	820	7	2
41007	1	18	1130	7	6
41008	1	61	1170	4	6
41009	0	83	1450	7	5
41010	0	47	390	9	4
41011	0	85	580	2	6
41012	0	77	1040	2	5
41013	1	19	420	4	1
41014	1	22	690	2	3
41015	1	65	530	7	5
41016	1	67	950	8	5
41017	1	75	1260	4	6
41018	0	89	1360	1	3
41019	0	56	810	9	7
41020	1	68	1460	2	4
41021	1	43	1460	1	1
41022	0	22	1390	1	5
41023	0	66	1400	7	3
41024	1	77	940	4	6
41025	0	47	250	3	4
41026	0	36	690	1	5
41027	0	27	1110	7	5
41028	0	88	510	4	5
41029	1	79	160	0	5
41030	0	52	1460	9	4
41031	0	24	1110	8	6
41032	0	67	620	9	4
41033	1	39	250	0	4
41034	1	83	1070	6	4
41035	1	75	1140	2	5
41036	1	87	950	4	6
41037	1	56	430	4	4
41038	0	70	680	7	2
41039	0	83	1210	7	3
41040	0	68	290	3	0
41041	0	35	1410	4	6
41042	1	38	970	6	1
41043	0	80	570	7	5
41044	0	85	1280	3	6
41045	1	72	1210	7	6
41046	0	27	390	3	0
41047	1	20	850	1	6
41048	1	67	640	4	6
41049	1	48	1340	6	4
41050	1	41	1470	5	4
41051	1	42	550	9	2
41052	1	22	1020	0	3
41053	1	88	1000	1	3
41054	1	71	1030	1	3
41055	1	48	890	6	4
41056	1	60	1280	5	4
41057	1	23	1220	3	6
41058	1	30	800	7	3
41059	0	24	1380	0	6
41060	0	77	1180	2	5
41061	0	54	670	0	2
41062	0	22	1460	3	6
41063	1	51	200	2	5
41064	0	45	260	1	1
41065	1	86	800	0	3
41066	1	53	1480	3	6
41067	1	83	660	4	5
41068	0	41	1220	0	3
41069	0	41	430	5	0
41070	0	89	780	6	4
41071	0	38	980	0	2
41072	1	21	1420	0	3
41073	0	48	840	0	2
41074	1	36	1310	3	6
41075	1	77	500	9	0
41076	1	78	1210	2	5
41077	1	48	560	3	6
41078	1	60	1120	4	3
41079	0	41	530	0	4
41080	1	86	760	6	6
41081	1	81	1140	4	5
41082	0	30	630	9	1
41083	1	87	650	9	3
41084	1	42	450	8	6
41085	1	89	910	2	0
41086	0	52	150	5	0
41087	0	36	710	2	5
41088	0	75	750	4	6
41089	0	30	770	9	6
41090	0	52	370	6	4
41091	0	28	410	9	7
41092	0	46	1180	3	6
41093	1	83	1320	7	1
41094	0	29	1150	6	4
41095	1	62	620	7	4
41096	0	82	1030	1	3
41097	0	33	1230	8	0
41098	1	41	980	1	3
41099	0	88	1440	5	0
41100	0	39	1280	1	6
41101	1	70	1130	7	6
41102	1	52	300	6	4
41103	1	35	560	6	2
41104	0	32	680	6	4
41105	0	68	1090	2	4
41106	1	54	920	0	2
41107	0	19	860	8	0
41108	0	28	1330	5	3
41109	0	74	900	6	4
41110	0	21	1060	9	6
41111	1	41	280	4	6
41112	1	34	1030	7	3
41113	1	49	730	1	3
41114	0	55	960	1	4
41115	1	27	280	0	2
41116	0	76	660	1	1
41117	1	26	1430	0	6
41118	1	22	960	8	2
41119	0	33	1310	3	6
41120	1	72	320	0	0
41121	1	38	660	5	4
41122	0	64	240	5	0
41123	1	25	1360	8	3
41124	0	71	650	7	6
41125	0	25	350	2	4
41126	1	19	680	2	1
41127	1	50	1420	3	1
41128	0	65	550	7	2
41129	0	82	350	4	6
41130	0	55	240	8	6
41131	0	50	1240	4	6
41132	1	47	1440	5	6
41133	1	81	690	4	1
41134	1	79	260	0	3
41135	1	53	1180	5	0
41136	1	33	490	5	6
41137	0	32	600	4	4
41138	0	64	1480	7	0
41139	0	34	1450	0	4
41140	1	29	270	2	0
41141	1	64	1020	1	3
41142	0	86	330	9	4
41143	1	19	620	5	1
41144	1	70	1140	6	4
41145	1	74	810	0	3
41146	1	89	510	1	4
41147	1	71	690	2	1
41148	1	87	920	4	3
41149	1	25	670	8	6
41150	0	40	1440	9	7
41151	0	48	1190	6	3
41152	0	76	360	9	5
41153	1	41	960	3	6
41154	1	64	730	7	5
41155	0	55	1460	8	6
41156	1	62	1340	3	1
41157	1	42	580	4	4
41158	0	74	510	1	6
41159	0	46	740	2	5
41160	1	66	920	6	5
